order_id,customer_id,order_date,product_id,quantity,price,channel,order_status
1210,113,2024-02-08,196,2,14.26,web,completed
1211,493,2024-02-08,153,1,24.55,mobile,completed
1212,345,2024-02-09,175,3,114.28,mobile,completed
1213,467,2024-02-09,107,2,112.79,mobile,completed
1214,84,2024-02-09,115,1,51.52,store,completed
1215,118,2024-02-09,138,1,13.94,store,completed
1216,75,2024-02-09,190,1,27.38,web,completed
1217,80,2024-02-09,131,1,107.56,store,completed
1218,299,2024-02-09,175,3,62.49,store,completed
1219,484,2024-02-09,35,3,27.93,web,completed
1220,3,2024-02-09,162,1,10.43,mobile,completed
1221,100,2024-02-09,43,2,147.31,store,completed
1222,106,2024-02-09,133,2,12.32,mobile,completed
1223,428,2024-02-09,168,2,64.15,mobile,completed
1224,288,2024-02-09,7,1,140.3,web,returned
1225,28,2024-02-09,50,3,11.26,web,completed
1226,454,2024-02-09,180,1,290.95,mobile,completed
1227,385,2024-02-09,143,3,297.42,web,completed
1228,72,2024-02-09,41,3,26.78,web,completed
1229,235,2024-02-09,4,3,70.89,mobile,completed
1230,4,2024-02-09,168,1,14.58,web,completed
1231,350,2024-02-09,169,3,11.03,mobile,completed
1232,111,2024-02-09,110,2,26.46,store,completed
1233,132,2024-02-09,184,2,29.56,web,completed
1234,470,2024-02-09,149,1,106.36,mobile,completed
1235,333,2024-02-09,179,1,100.69,web,completed
1236,97,2024-02-10,59,2,268.11,mobile,completed
1237,60,2024-02-10,124,1,24.86,store,completed
1238,36,2024-02-10,129,3,21.24,store,completed
1239,58,2024-02-10,84,1,10.15,web,completed
1240,152,2024-02-10,43,2,10.64,web,completed
1241,63,2024-02-10,80,1,266.7,store,completed
1242,215,2024-02-10,197,1,13.83,web,completed
1243,263,2024-02-10,96,1,202.01,store,returned
1244,103,2024-02-10,133,1,29.52,mobile,completed
1245,245,2024-02-10,174,2,55.4,store,completed
1246,223,2024-02-10,32,3,21.14,mobile,completed
1247,257,2024-02-10,136,1,56.74,store,completed
1248,202,2024-02-10,23,1,295.73,store,completed
1249,420,2024-02-10,37,1,14.75,mobile,completed
1250,249,2024-02-10,51,1,292.01,store,completed
1251,11,2024-02-10,154,1,271.9,web,completed
1252,355,2024-02-10,149,1,23.67,mobile,returned
1253,484,2024-02-10,41,1,29.19,mobile,returned
1254,329,2024-02-10,8,1,124.65,store,completed
1255,496,2024-02-11,30,2,29.64,store,completed
1256,133,2024-02-11,119,2,14.89,store,completed
1257,444,2024-02-11,112,3,11.99,mobile,completed
1258,381,2024-02-11,148,3,11.91,store,cancelled
1259,84,2024-02-11,1,1,13.61,web,completed
1260,261,2024-02-11,114,3,123.45,web,completed
1261,275,2024-02-11,1,3,58.43,store,completed
1262,393,2024-02-11,126,1,56.46,web,completed
1263,7,2024-02-11,3,2,24.79,store,returned
1264,257,2024-02-11,162,3,13.83,store,completed
1265,225,2024-02-11,71,1,11.82,mobile,completed
1266,153,2024-02-11,108,1,13.4,mobile,completed
1267,450,2024-02-11,4,1,67.54,web,cancelled
1268,257,2024-02-11,130,1,251.44,web,completed
1269,464,2024-02-11,86,1,12.43,web,completed
1270,476,2024-02-11,68,3,57.49,store,returned
1271,354,2024-02-11,1,3,54.25,mobile,completed
1272,80,2024-02-11,175,3,125.75,store,returned
1273,374,2024-02-11,1,1,52.29,store,completed
1274,451,2024-02-11,132,2,56.57,web,completed
1275,439,2024-02-11,87,1,12.0,mobile,completed
1276,394,2024-02-11,25,3,274.94,mobile,completed
1277,319,2024-02-11,160,1,67.49,mobile,completed
1278,262,2024-02-11,139,1,134.36,store,completed
1279,479,2024-02-11,30,1,10.29,web,completed
1280,454,2024-02-11,132,2,130.05,mobile,completed
1281,202,2024-02-11,64,2,295.38,store,completed
1282,281,2024-02-11,18,2,11.36,store,completed
1283,238,2024-02-11,125,1,14.7,web,completed
1284,381,2024-02-12,63,1,27.59,mobile,completed
1285,470,2024-02-12,28,2,11.24,store,completed
1286,403,2024-02-12,22,1,55.0,mobile,returned
1287,385,2024-02-12,102,1,24.31,mobile,completed
1288,388,2024-02-12,62,1,13.93,web,completed
1289,298,2024-02-12,57,2,114.09,store,completed
1290,216,2024-02-12,141,3,62.63,store,completed
1291,52,2024-02-12,89,1,10.5,store,completed
1292,223,2024-02-12,10,1,134.61,web,completed
1293,367,2024-02-12,19,3,10.04,mobile,returned
1294,252,2024-02-12,127,1,71.19,store,cancelled
1295,206,2024-02-12,48,1,283.39,web,completed
1296,461,2024-02-12,163,1,29.62,store,completed
1297,101,2024-02-12,175,1,114.19,store,completed
1298,361,2024-02-12,108,2,29.07,store,completed
1299,130,2024-02-12,109,1,66.34,store,completed
1300,93,2024-02-12,177,1,287.04,store,completed
1301,106,2024-02-12,165,3,247.73,web,completed
1302,234,2024-02-12,198,1,112.96,web,completed
1303,414,2024-02-12,38,1,57.29,web,completed
1304,311,2024-02-12,121,1,146.06,mobile,completed
1305,491,2024-02-12,157,1,283.35,web,completed
1306,276,2024-02-12,197,2,11.26,web,completed
1307,260,2024-02-12,27,1,13.16,web,completed
1308,378,2024-02-12,82,1,60.46,store,completed
1309,89,2024-02-12,59,1,10.54,store,completed
1310,134,2024-02-12,131,2,240.24,mobile,returned
1311,131,2024-02-12,108,1,59.4,store,completed
1312,268,2024-02-12,182,1,137.64,web,completed
1313,476,2024-02-12,98,2,10.26,web,completed
1314,418,2024-02-12,131,1,11.78,web,completed
1315,64,2024-02-12,82,1,11.99,store,completed
1316,367,2024-02-12,53,3,55.79,web,completed
1317,240,2024-02-12,28,1,263.35,store,completed
1318,133,2024-02-12,52,1,66.34,store,completed
1319,321,2024-02-13,44,1,66.48,web,completed
1320,57,2024-02-13,28,2,67.83,web,returned
1321,257,2024-02-13,152,1,138.63,store,completed
1322,278,2024-02-13,193,3,56.56,store,completed
1323,300,2024-02-13,49,3,29.82,store,completed
1324,228,2024-02-13,124,2,249.41,web,completed
1325,405,2024-02-13,127,1,50.17,web,completed
1326,367,2024-02-13,49,2,223.8,web,completed
1327,23,2024-02-13,179,1,288.31,web,completed
1328,243,2024-02-13,101,1,113.46,store,completed
1329,110,2024-02-13,76,1,27.05,store,completed
1330,329,2024-02-13,40,3,10.35,web,completed
1331,363,2024-02-13,43,1,140.36,web,returned
1332,352,2024-02-13,83,1,24.97,web,completed
1333,454,2024-02-13,115,3,67.71,web,returned
1334,445,2024-02-13,114,1,10.94,mobile,returned
1335,370,2024-02-13,32,2,20.97,store,completed
1336,473,2024-02-13,192,1,272.04,store,completed
1337,216,2024-02-13,195,1,52.9,mobile,completed
1338,281,2024-02-13,7,1,12.3,web,completed
1339,156,2024-02-13,92,1,74.92,mobile,returned
1340,128,2024-02-13,11,3,201.31,web,completed
1341,120,2024-02-13,147,1,56.83,mobile,completed
1342,272,2024-02-13,28,1,105.27,mobile,completed
1343,66,2024-02-13,97,3,104.16,web,returned
1344,466,2024-02-13,194,1,10.44,web,completed
1345,338,2024-02-13,183,1,114.0,store,completed
1346,406,2024-02-13,84,2,133.95,web,completed
1347,259,2024-02-13,101,1,22.36,mobile,returned
1348,481,2024-02-13,114,1,121.28,web,completed
1349,72,2024-02-14,150,1,265.88,web,completed
1350,247,2024-02-14,119,3,109.34,web,completed
1351,235,2024-02-14,8,1,11.39,web,returned
1352,71,2024-02-14,154,1,13.17,store,completed
1353,488,2024-02-14,47,1,65.73,store,completed
1354,307,2024-02-14,186,2,135.91,mobile,completed
1355,56,2024-02-14,112,2,11.9,store,completed
1356,169,2024-02-14,154,1,10.13,mobile,completed
1357,465,2024-02-14,122,1,11.22,store,returned
1358,463,2024-02-14,73,3,11.65,mobile,completed
1359,323,2024-02-14,184,1,26.26,web,completed
1360,390,2024-02-14,190,1,11.77,web,completed
1361,222,2024-02-14,141,1,25.26,mobile,completed
1362,1,2024-02-14,150,2,12.87,web,completed
1363,485,2024-02-14,196,1,25.36,web,returned
1364,342,2024-02-14,42,1,284.8,store,completed
1365,317,2024-02-14,147,1,22.75,store,completed
1366,166,2024-02-14,132,1,12.45,mobile,completed
1367,401,2024-02-14,103,1,10.6,web,completed
1368,270,2024-02-14,78,1,28.29,web,completed
1369,304,2024-02-14,124,1,10.97,store,completed
1370,267,2024-02-14,115,2,10.85,web,completed
1371,247,2024-02-14,42,1,22.55,web,completed
1372,471,2024-02-14,137,1,13.15,store,completed
1373,479,2024-02-14,55,1,144.63,store,completed
1374,480,2024-02-14,68,1,14.05,web,completed
1375,330,2024-02-14,164,1,63.01,mobile,completed
1376,178,2024-02-14,34,2,14.54,store,completed
1377,424,2024-02-15,197,2,55.78,mobile,completed
1378,363,2024-02-15,32,1,26.64,web,completed
1379,259,2024-02-15,14,1,63.43,mobile,completed
1380,46,2024-02-15,181,2,72.91,web,completed
1381,124,2024-02-15,170,2,27.11,web,completed
1382,288,2024-02-15,9,1,268.84,mobile,completed
1383,95,2024-02-15,11,3,13.18,web,completed
1384,439,2024-02-15,81,1,113.24,store,returned
1385,437,2024-02-15,169,1,26.84,store,completed
1386,17,2024-02-15,149,1,230.52,web,completed
1387,275,2024-02-15,94,1,140.34,mobile,returned
1388,419,2024-02-15,83,1,13.25,store,completed
1389,483,2024-02-15,93,3,21.59,mobile,completed
1390,143,2024-02-15,68,1,57.6,store,completed
1391,49,2024-02-15,157,1,60.65,store,completed
1392,135,2024-02-15,90,1,143.98,web,completed
1393,106,2024-02-15,153,2,14.93,web,completed
1394,137,2024-02-15,89,1,28.19,mobile,completed
1395,2,2024-02-15,181,1,64.83,mobile,completed
1396,228,2024-02-15,128,3,72.35,mobile,completed
1397,245,2024-02-15,162,1,11.31,mobile,completed
1398,332,2024-02-15,37,3,252.76,store,completed
1399,369,2024-02-15,143,3,144.02,store,completed
1400,257,2024-02-15,164,1,228.67,mobile,completed
1401,420,2024-02-15,181,2,25.82,mobile,completed
1402,223,2024-02-15,87,1,200.29,web,completed
1403,467,2024-02-15,104,1,10.28,mobile,completed
1404,349,2024-02-15,175,1,74.26,mobile,completed
1405,182,2024-02-15,110,1,65.86,web,completed
1406,262,2024-02-15,26,1,271.08,store,completed
1407,249,2024-02-15,122,2,22.12,store,completed
1408,57,2024-02-15,99,1,278.48,store,completed
1409,341,2024-02-15,87,1,22.02,store,completed
1410,116,2024-02-15,168,3,12.48,mobile,completed
1411,199,2024-02-16,39,1,50.09,store,completed
1412,243,2024-02-16,48,1,28.04,web,completed
1413,189,2024-02-16,67,1,13.41,store,completed
1414,125,2024-02-16,162,3,55.14,web,returned
1415,11,2024-02-16,133,1,251.39,mobile,completed
1416,286,2024-02-16,185,1,254.93,mobile,completed
1417,218,2024-02-16,68,1,13.87,mobile,completed
1418,121,2024-02-16,52,1,27.53,web,completed
1419,352,2024-02-16,44,1,111.43,store,completed
1420,49,2024-02-16,58,3,13.73,mobile,completed
1421,37,2024-02-16,166,1,269.05,store,completed
1422,455,2024-02-16,13,2,26.59,web,completed
1423,469,2024-02-16,89,2,58.34,store,completed
1424,219,2024-02-16,158,1,135.54,mobile,completed
1425,449,2024-02-16,63,1,12.64,web,completed
1426,248,2024-02-16,73,1,27.95,store,completed
1427,331,2024-02-16,95,2,210.61,web,completed
1428,433,2024-02-16,97,2,234.28,mobile,completed
1429,131,2024-02-16,181,1,242.19,web,returned
1430,46,2024-02-16,54,2,11.24,web,completed
1431,258,2024-02-16,54,1,144.6,store,completed
1432,195,2024-02-16,180,1,11.73,store,completed
1433,371,2024-02-16,167,1,51.7,store,completed
1434,415,2024-02-16,106,3,137.3,web,completed
1435,187,2024-02-16,151,1,11.68,web,completed
1436,226,2024-02-16,172,1,14.23,mobile,completed
1437,244,2024-02-16,199,1,285.61,store,completed
1438,172,2024-02-17,62,1,268.19,web,completed
1439,321,2024-02-17,49,1,14.34,store,completed
1440,442,2024-02-17,60,2,23.41,mobile,completed
1441,259,2024-02-17,152,2,52.6,mobile,completed
1442,249,2024-02-17,70,1,107.38,mobile,completed
1443,69,2024-02-17,21,1,14.72,web,completed
1444,236,2024-02-17,142,1,24.14,store,cancelled
1445,66,2024-02-17,103,3,137.73,web,completed
1446,488,2024-02-17,105,1,144.37,web,completed
1447,21,2024-02-17,1,1,297.61,store,completed
1448,271,2024-02-17,118,1,206.2,mobile,completed
1449,136,2024-02-17,185,1,129.85,store,completed
1450,229,2024-02-17,143,1,274.47,web,completed
1451,388,2024-02-17,41,1,57.53,mobile,completed
1452,45,2024-02-17,18,1,72.46,web,completed
1453,362,2024-02-17,75,2,62.5,web,completed
1454,140,2024-02-17,190,2,72.09,mobile,completed
1455,22,2024-02-17,103,1,147.82,store,completed
1456,34,2024-02-17,180,3,56.59,web,completed
1457,472,2024-02-17,89,1,57.78,store,completed
1458,271,2024-02-17,9,2,232.87,mobile,completed
1459,211,2024-02-17,7,1,50.42,store,completed
1460,17,2024-02-17,111,2,73.67,web,completed
1461,22,2024-02-17,158,3,108.63,web,completed
1462,90,2024-02-17,59,1,228.5,store,completed
1463,311,2024-02-17,84,1,66.19,mobile,completed
1464,270,2024-02-17,25,3,29.99,mobile,completed
1465,445,2024-02-17,72,2,138.45,store,completed
1466,473,2024-02-17,112,2,51.49,store,completed
1467,315,2024-02-17,85,1,51.85,mobile,completed
1468,179,2024-02-17,141,1,11.25,web,completed
1469,50,2024-02-17,64,2,73.45,web,completed
1470,324,2024-02-17,26,2,115.05,web,completed
1471,24,2024-02-17,175,1,25.74,web,returned
1472,283,2024-02-18,143,3,62.31,mobile,completed
1473,298,2024-02-18,181,2,14.06,mobile,completed
1474,289,2024-02-18,105,2,22.72,store,completed
1475,275,2024-02-18,37,2,29.23,mobile,completed
1476,81,2024-02-18,91,1,23.83,store,completed
1477,143,2024-02-18,154,1,25.49,mobile,completed
1478,290,2024-02-18,140,1,52.25,web,completed
1479,402,2024-02-18,44,3,21.97,store,completed
1480,47,2024-02-18,142,1,223.7,mobile,completed
1481,131,2024-02-18,86,1,22.1,mobile,completed
1482,279,2024-02-18,162,3,253.41,web,completed
1483,156,2024-02-18,45,3,279.86,web,completed
1484,12,2024-02-18,128,1,20.37,web,completed
1485,139,2024-02-18,127,2,24.04,mobile,completed
1486,478,2024-02-18,190,1,117.28,web,completed
1487,222,2024-02-18,187,2,143.51,mobile,completed
1488,4,2024-02-18,55,1,52.08,store,completed
1489,374,2024-02-18,158,1,11.8,store,returned
1490,391,2024-02-18,118,1,74.61,store,completed
1491,14,2024-02-18,141,1,141.23,mobile,completed
1492,357,2024-02-18,60,2,69.11,web,completed
1493,485,2024-02-18,81,1,65.94,store,completed
1494,219,2024-02-18,177,2,26.37,store,completed
1495,481,2024-02-19,37,2,116.42,web,completed
1496,241,2024-02-19,80,1,13.17,web,completed
1497,463,2024-02-19,19,1,236.19,web,completed
1498,41,2024-02-19,197,1,243.53,mobile,returned
1499,366,2024-02-19,58,3,122.56,mobile,completed
1500,173,2024-02-19,57,1,62.07,store,completed
1501,269,2024-02-19,158,1,26.71,store,completed
1502,161,2024-02-19,57,1,129.25,mobile,cancelled
1503,41,2024-02-19,178,1,59.54,store,completed
1504,415,2024-02-19,2,1,283.73,mobile,completed
1505,17,2024-02-19,15,1,24.67,mobile,completed
1506,12,2024-02-19,148,1,124.4,store,completed
1507,468,2024-02-19,111,1,26.76,store,completed
1508,444,2024-02-19,103,3,288.31,mobile,completed
1509,189,2024-02-19,142,3,276.79,web,completed
1510,98,2024-02-19,99,1,142.7,mobile,completed
1511,381,2024-02-19,117,1,51.14,mobile,completed
1512,471,2024-02-19,135,2,21.07,store,completed
1513,354,2024-02-19,39,1,12.03,mobile,completed
1514,24,2024-02-19,157,2,143.36,store,completed
1515,345,2024-02-19,164,1,118.28,mobile,completed
1516,65,2024-02-19,183,1,24.35,web,completed
1517,113,2024-02-19,61,1,136.19,mobile,completed
1518,353,2024-02-19,167,1,265.56,mobile,completed
1519,211,2024-02-19,117,2,13.57,web,completed
1520,324,2024-02-19,57,1,58.71,store,completed
1521,190,2024-02-19,115,3,12.48,web,returned
1522,457,2024-02-19,197,2,23.05,mobile,completed
1523,447,2024-02-19,23,1,60.3,web,completed
1524,401,2024-02-19,137,1,66.29,store,completed
1525,318,2024-02-19,125,2,11.74,store,completed
1526,119,2024-02-19,22,2,23.79,web,completed
1527,188,2024-02-19,137,1,21.85,web,completed
1528,384,2024-02-19,141,1,24.23,web,completed
1529,378,2024-02-19,144,1,59.85,mobile,completed
1530,75,2024-02-19,46,1,11.94,mobile,completed
1531,393,2024-02-19,180,2,12.89,mobile,returned
1532,266,2024-02-19,168,2,68.08,mobile,completed
1533,282,2024-02-19,71,2,217.58,mobile,returned
1534,133,2024-02-19,105,1,51.19,store,completed
1535,377,2024-02-20,142,1,268.31,web,completed
1536,133,2024-02-20,132,2,51.24,store,completed
1537,174,2024-02-20,76,1,67.81,store,completed
1538,354,2024-02-20,128,1,27.97,store,completed
1539,500,2024-02-20,180,1,141.0,store,completed
1540,236,2024-02-20,60,1,142.86,store,completed
1541,259,2024-02-20,84,3,11.78,web,completed
1542,411,2024-02-20,128,2,26.78,store,cancelled
1543,84,2024-02-20,97,1,12.76,web,completed
1544,445,2024-02-20,61,1,148.14,mobile,completed
1545,319,2024-02-20,41,2,12.2,web,completed
1546,369,2024-02-20,182,1,14.66,web,completed
1547,135,2024-02-20,113,1,23.85,mobile,completed
1548,357,2024-02-20,158,1,132.4,store,completed
1549,68,2024-02-20,172,3,26.42,web,completed
1550,395,2024-02-20,176,1,140.71,store,completed
1551,278,2024-02-20,150,1,237.9,mobile,completed
1552,378,2024-02-20,111,3,56.83,store,completed
1553,232,2024-02-20,127,1,14.34,web,completed
1554,183,2024-02-20,20,1,10.81,web,completed
1555,484,2024-02-20,137,2,63.25,mobile,completed
1556,312,2024-02-20,140,2,294.84,web,completed
1557,302,2024-02-20,165,3,11.76,store,completed
1558,430,2024-02-20,114,2,120.35,mobile,completed
1559,473,2024-02-20,166,1,228.27,web,completed
1560,307,2024-02-20,29,1,262.94,store,completed
1561,348,2024-02-20,14,2,52.42,mobile,completed
1562,261,2024-02-21,161,3,142.69,web,completed
1563,212,2024-02-21,158,1,22.32,web,completed
1564,139,2024-02-21,100,3,284.39,mobile,completed
1565,66,2024-02-21,160,1,14.48,web,completed
1566,313,2024-02-21,39,1,60.73,mobile,completed
1567,128,2024-02-21,31,3,13.32,web,returned
1568,414,2024-02-21,147,2,287.78,web,completed
1569,488,2024-02-21,148,1,14.92,web,completed
1570,171,2024-02-21,146,1,22.47,mobile,returned
1571,460,2024-02-21,20,3,24.39,store,returned
1572,409,2024-02-21,62,1,215.07,store,completed
1573,425,2024-02-21,97,3,297.23,web,completed
1574,429,2024-02-21,10,1,22.74,store,completed
1575,309,2024-02-21,89,1,208.95,mobile,completed
1576,165,2024-02-21,133,2,238.18,store,completed
1577,115,2024-02-21,147,1,13.12,store,completed
1578,5,2024-02-21,45,1,131.2,mobile,completed
1579,27,2024-02-21,159,1,14.57,mobile,completed
1580,299,2024-02-21,2,2,27.76,web,completed
1581,414,2024-02-21,138,2,11.28,store,completed
1582,305,2024-02-21,92,1,219.32,mobile,completed
1583,137,2024-02-21,133,3,14.31,mobile,returned
1584,397,2024-02-21,173,3,14.79,store,completed
1585,485,2024-02-21,6,1,148.39,mobile,completed
1586,97,2024-02-21,25,3,208.22,mobile,completed
1587,322,2024-02-21,48,1,271.29,web,completed
1588,27,2024-02-21,80,2,71.84,web,completed
1589,373,2024-02-21,5,2,13.44,web,completed
1590,140,2024-02-21,108,1,118.63,store,completed
1591,71,2024-02-21,53,1,27.78,web,completed
1592,493,2024-02-22,194,3,71.48,mobile,completed
1593,106,2024-02-22,83,1,296.96,web,completed
1594,312,2024-02-22,147,1,136.17,store,completed
1595,203,2024-02-22,136,1,268.98,store,completed
1596,171,2024-02-22,109,1,145.45,store,completed
1597,109,2024-02-22,108,3,66.89,mobile,completed
1598,99,2024-02-22,116,3,58.86,web,returned
1599,263,2024-02-22,169,1,200.08,web,completed
1600,370,2024-02-22,40,1,66.21,web,completed
1601,170,2024-02-22,99,2,54.37,store,completed
1602,230,2024-02-22,72,1,24.5,web,completed
1603,398,2024-02-22,127,1,26.64,web,completed
1604,382,2024-02-22,176,1,70.95,mobile,completed
1605,129,2024-02-22,43,2,251.49,web,completed
1606,339,2024-02-22,187,1,13.97,store,completed
1607,289,2024-02-22,127,1,204.04,mobile,returned
1608,396,2024-02-22,87,3,129.62,store,returned
1609,439,2024-02-22,149,1,28.46,web,completed
1610,56,2024-02-22,48,1,237.97,web,completed
1611,182,2024-02-22,93,2,58.64,store,completed
1612,24,2024-02-22,52,1,12.78,web,completed
1613,169,2024-02-22,89,2,14.73,store,completed
1614,350,2024-02-22,75,3,206.39,web,completed
1615,255,2024-02-22,164,1,147.9,store,completed
1616,135,2024-02-22,56,1,23.95,web,completed
1617,406,2024-02-22,142,3,12.17,mobile,completed
1618,444,2024-02-22,3,3,22.16,web,completed
1619,182,2024-02-22,134,1,141.48,mobile,cancelled
1620,198,2024-02-22,6,3,255.48,mobile,completed
1621,312,2024-02-22,173,3,104.24,web,completed
1622,2,2024-02-22,60,1,249.88,mobile,completed
1623,417,2024-02-22,34,2,12.28,mobile,returned
1624,306,2024-02-22,183,1,250.45,mobile,completed
1625,301,2024-02-23,7,1,22.31,store,completed
1626,74,2024-02-23,131,1,65.39,web,completed
1627,462,2024-02-23,52,1,131.45,store,completed
1628,194,2024-02-23,164,1,13.98,store,completed
1629,39,2024-02-23,177,1,14.36,mobile,completed
1630,123,2024-02-23,104,3,23.23,mobile,completed
1631,460,2024-02-23,53,2,13.54,store,completed
1632,61,2024-02-23,39,1,21.66,web,completed
1633,4,2024-02-23,168,1,21.96,store,completed
1634,303,2024-02-23,124,1,51.82,web,completed
1635,448,2024-02-23,130,1,144.41,mobile,completed
1636,367,2024-02-23,83,1,74.78,store,completed
1637,498,2024-02-23,35,2,22.65,mobile,completed
1638,152,2024-02-23,33,1,60.64,mobile,completed
1639,93,2024-02-23,35,1,12.09,web,completed
1640,248,2024-02-23,73,2,11.3,mobile,returned
1641,398,2024-02-23,14,3,245.3,mobile,completed
1642,20,2024-02-23,75,3,28.71,store,completed
1643,275,2024-02-23,123,2,212.6,web,completed
1644,290,2024-02-23,58,1,116.48,mobile,completed
1645,329,2024-02-23,63,1,221.21,mobile,completed
1646,96,2024-02-23,115,1,261.54,store,completed
1647,288,2024-02-23,197,1,291.17,store,completed
1648,429,2024-02-23,66,3,72.96,store,completed
1649,365,2024-02-23,36,1,27.24,store,completed
1650,325,2024-02-23,122,1,140.31,store,completed
1651,246,2024-02-23,145,1,261.58,web,completed
1652,46,2024-02-23,76,1,69.83,store,completed
1653,398,2024-02-24,133,3,12.62,web,completed
1654,108,2024-02-24,155,2,23.71,mobile,completed
1655,291,2024-02-24,150,1,28.78,store,completed
1656,387,2024-02-24,85,2,60.05,web,completed
1657,163,2024-02-24,15,1,25.57,mobile,completed
1658,89,2024-02-24,104,3,51.71,web,completed
1659,165,2024-02-24,111,1,52.32,store,returned
1660,9,2024-02-24,154,1,10.55,store,completed
1661,112,2024-02-24,99,2,106.05,mobile,completed
1662,138,2024-02-24,120,2,54.36,web,completed
1663,145,2024-02-24,153,1,134.98,mobile,completed
1664,135,2024-02-24,50,1,285.68,web,completed
1665,225,2024-02-24,192,1,10.7,web,completed
1666,201,2024-02-24,33,1,270.2,web,completed
1667,276,2024-02-24,180,1,29.22,web,completed
1668,466,2024-02-24,82,3,21.36,store,completed
1669,3,2024-02-24,76,1,293.47,mobile,completed
1670,3,2024-02-24,114,2,10.99,web,completed
1671,60,2024-02-24,7,3,242.63,web,completed
1672,446,2024-02-24,76,3,25.14,store,completed
1673,70,2024-02-24,164,2,101.92,web,completed
1674,425,2024-02-24,189,1,27.72,store,completed
1675,102,2024-02-24,84,2,14.59,web,completed
1676,230,2024-02-24,98,2,68.84,store,completed
1677,5,2024-02-24,151,2,241.45,web,completed
1678,328,2024-02-24,154,1,13.59,mobile,completed
1679,84,2024-02-24,21,1,63.42,mobile,completed
1680,486,2024-02-25,189,2,20.06,web,completed
1681,129,2024-02-25,198,1,69.17,store,returned
1682,69,2024-02-25,121,1,58.59,store,completed
1683,131,2024-02-25,189,2,142.05,store,returned
1684,379,2024-02-25,27,1,51.33,mobile,completed
1685,108,2024-02-25,17,1,72.92,mobile,completed
1686,130,2024-02-25,70,2,116.18,mobile,completed
1687,116,2024-02-25,147,1,25.34,web,completed
1688,18,2024-02-25,119,2,200.18,web,completed
1689,404,2024-02-25,86,1,27.43,web,completed
1690,210,2024-02-25,126,1,25.68,mobile,completed
1691,243,2024-02-25,151,1,13.7,store,completed
1692,331,2024-02-25,17,2,120.9,mobile,completed
1693,63,2024-02-25,179,1,12.89,web,completed
1694,54,2024-02-25,8,2,134.5,store,completed
1695,357,2024-02-25,22,2,57.66,mobile,completed
1696,422,2024-02-25,62,1,56.39,web,completed
1697,162,2024-02-25,186,2,262.87,store,completed
1698,449,2024-02-25,114,1,116.25,web,completed
1699,371,2024-02-25,106,1,29.95,web,returned
1700,27,2024-02-25,35,1,241.38,web,completed
1701,392,2024-02-25,131,1,23.44,mobile,completed
1702,85,2024-02-25,15,3,143.92,mobile,completed
1703,340,2024-02-25,13,3,111.86,web,completed
1704,259,2024-02-25,23,2,14.95,store,completed
1705,353,2024-02-25,159,1,22.98,store,completed
1706,303,2024-02-25,192,3,291.3,web,cancelled
1707,339,2024-02-25,163,2,54.12,web,completed
1708,263,2024-02-25,94,1,65.04,mobile,completed
1709,204,2024-02-26,197,1,10.03,store,completed
1710,469,2024-02-26,135,1,12.54,store,returned
1711,254,2024-02-26,36,2,55.52,mobile,completed
1712,79,2024-02-26,71,1,14.55,store,completed
1713,268,2024-02-26,92,3,53.35,web,completed
1714,470,2024-02-26,12,1,12.19,mobile,completed
1715,432,2024-02-26,126,3,11.09,mobile,completed
1716,364,2024-02-26,91,3,20.74,mobile,completed
1717,26,2024-02-26,65,3,72.23,web,returned
1718,203,2024-02-26,41,1,259.81,store,completed
1719,322,2024-02-26,76,1,29.88,store,completed
1720,161,2024-02-26,128,3,70.45,web,completed
1721,52,2024-02-26,168,1,119.68,web,completed
1722,209,2024-02-26,186,2,26.17,store,returned
1723,348,2024-02-26,174,2,64.41,web,cancelled
1724,364,2024-02-26,7,3,11.83,web,completed
1725,411,2024-02-26,185,1,50.98,web,completed
1726,243,2024-02-26,36,1,133.33,store,returned
1727,355,2024-02-26,41,1,22.44,store,completed
1728,318,2024-02-26,85,1,24.29,store,completed
1729,258,2024-02-26,172,3,12.54,mobile,completed
1730,83,2024-02-26,9,3,293.06,store,completed
1731,321,2024-02-26,27,3,61.27,store,completed
1732,395,2024-02-26,81,1,11.47,store,completed
1733,500,2024-02-26,185,1,10.15,mobile,completed
1734,152,2024-02-26,122,1,104.18,store,returned
1735,353,2024-02-26,36,3,293.93,web,completed
1736,42,2024-02-27,116,3,69.53,mobile,completed
1737,140,2024-02-27,73,2,51.83,store,completed
1738,274,2024-02-27,65,2,50.62,store,completed
1739,205,2024-02-27,137,1,26.7,store,completed
1740,383,2024-02-27,44,1,27.9,store,completed
1741,497,2024-02-27,185,1,52.84,store,completed
1742,340,2024-02-27,122,1,14.56,web,completed
1743,422,2024-02-27,154,1,210.14,store,completed
1744,286,2024-02-27,198,1,52.73,web,completed
1745,245,2024-02-27,51,1,113.64,web,completed
1746,71,2024-02-27,66,2,210.64,store,completed
1747,165,2024-02-27,117,3,24.53,web,completed
1748,419,2024-02-27,123,3,238.53,store,completed
1749,235,2024-02-27,164,2,74.44,web,returned
1750,368,2024-02-27,142,3,112.09,store,completed
1751,76,2024-02-27,177,1,70.0,mobile,completed
1752,119,2024-02-27,187,1,12.82,web,completed
1753,359,2024-02-27,162,1,24.38,mobile,completed
1754,88,2024-02-27,63,1,13.99,store,completed
